invoice_no,buyer_gstin,period,auto_tax,auto_value
INV-1812,07CJHJV8660S1ZA,2025-01,35586,197700
INV-1813,26MXGQK3310O1ZO,2025-01,69934.68,388526
INV-1814,22CJJIG0419C1ZR,2025-01,112439.34,624663
INV-1815,01OMLEB9484C1ZS,2025-01,173753.1,965295
INV-1816,37YCAID6479X1ZX,2025-01,96699.06,537217
INV-1817,24SBDHK5873D1ZU,2025-01,8128.08,45156
INV-1818,06DMIIU9473Y1ZE,2025-01,92158.02,511989
INV-1819,25XVAOH1860M1ZQ,2025-01,134725.32,748474
INV-1820,02DGGTT2309P1ZR,2025-01,12601.08,70006
INV-1821,01ZYWEM2403M1ZI,2025-01,164720.7,915115
INV-1822,30QQONQ3358O1ZJ,2025-01,87580.26,486557
INV-1823,15RQMYJ3165J1ZD,2025-01,143345.52,796364
INV-1824,07FVWTL8060W1ZK,2025-01,154197.36,856652
INV-1825,05DFRAS8941C1ZH,2025-01,7242.66,40237
INV-1826,29KHVLK6051U1ZO,2025-01,30713.94,170633
INV-1827,07DFPTR1747Y1ZS,2025-01,166179.24,923218
INV-1828,15ZCRGV9092Z1ZM,2025-01,159224.22,884579
INV-1829,18ODSCR8472B1ZM,2025-01,122119.92,678444
INV-1830,37YCGOK5673O1ZJ,2025-01,137964.61,909563
INV-1831,22RUMRN5458J1ZF,2025-01,38450.52,213614
INV-1832,34HSINF6783E1ZI,2025-01,4947.12,27484
INV-1833,20AZFIU9895S1ZS,2025-01,161897.94,899433
INV-1834,21WXLUP8739S1ZT,2025-01,33737.94,187433
INV-1835,12QUDKQ3015Y1ZU,2025-01,70928.46,394047
INV-1836,11XQWTK0889P1ZX,2025-01,127219.14,706773
INV-1837,07LGOAT9126C1ZA,2025-01,127828.26,710157
INV-1838,19GIXCD3124K1ZR,2025-01,38216.16,212312
INV-1839,21GOQYP4748T1ZH,2025-01,46344.28,289588
INV-1840,18ODSCR8472B1ZM,2025-01,9383.4,56670
INV-1841,29XDLYF4300Q1ZL,2025-01,131790.78,732171
INV-1842,26SKCAI8689C1ZN,2025-01,121708.8,676160
INV-1843,15FDDTP4545V1ZG,2025-01,107602.02,597789
INV-1844,11ILMUQ1637G1ZO,2025-01,89802,498900
INV-1845,34HMTAR3399I1ZZ,2025-01,18049.86,100277
INV-1846,24MLYMO3828C1ZJ,2025-01,18439.92,102444
INV-1847,17FSITY6172S1ZY,2025-01,36245.88,201366
INV-1848,25LRRCQ7701W1ZZ,2025-01,113375.52,629864
INV-1849,37YCMBT7145I1ZQ,2025-01,146513.88,813966
INV-1850,21VUFAI2298K1ZG,2025-01,39539.25,238092
INV-1851,12FVVGL9728Q1ZM,2025-01,17139.96,95222
INV-1852,07LGOAT9126C1ZA,2025-01,130313.7,723965
INV-1853,13IPZDV7275I1ZY,2025-01,164985.12,916584
INV-1854,30MYDXG3193K1ZO,2025-01,141113.52,783964
INV-1855,08KOGSA9577V1ZG,2025-01,73392.3,407735
INV-1856,21WQDBL3205J1ZO,2025-01,54452.52,302514
INV-1857,20EGVKX3719X1ZC,2025-01,79936.56,444092
INV-1858,09RVTRN6433F1ZG,2025-01,53289,296050
INV-1859,13ZDZMG6295Y1ZJ,2025-01,50751.36,281952
INV-1860,19QXCON7991F1ZB,2025-01,19242.18,106901
INV-1861,05FKCFW5410P1ZT,2025-01,70429.68,391276
INV-1862,30QHQEA0511I1ZE,2025-01,100521,558450
INV-1863,11ARWIM9524W1ZR,2025-01,131474.34,730413
INV-1864,28PDYEO0579V1ZP,2025-01,150168.21,885271
INV-1865,36SJPHN4716Y1ZR,2025-01,103334.4,574080
INV-1866,20LYXYH7117T1ZT,2025-01,83687.04,464928
INV-1867,10MAXQG6069Z1ZD,2025-01,116918.79,725147
INV-1868,14FTVBC8134I1ZV,2025-01,133855.2,743640
INV-1869,15BPBLF6134G1ZU,2025-01,142061.4,789230
INV-1870,14RLIVV8375W1ZV,2025-01,147776.04,820978
INV-1871,26JURYD6700Y1ZU,2025-01,90073.08,500406
INV-1872,14RVYGQ8899X1ZU,2025-01,23561.64,130898
INV-1873,11ARWIM9524W1ZR,2025-01,36986.58,205481
INV-1874,30HNQPA9985T1ZT,2025-01,112558.68,625326
INV-1875,10JFUTH4535V1ZH,2025-01,73128.06,406267
INV-1876,26ZNDLD4290X1ZB,2025-01,7184.67,45494
INV-1877,33OLPXT6026S1ZS,2025-01,120608.82,670049
INV-1878,26ZNDLD4290X1ZB,2025-01,3290.58,18281
INV-1879,17SOXYX6228N1ZZ,2025-01,57179.11,360971
INV-1880,02ZJRDQ0077Z1ZO,2025-01,17814.67,115075
INV-1881,28EDFFB3253W1ZJ,2025-01,59607.54,331153
INV-1882,04EGBVX4443M1ZV,2025-01,36936.54,205203
INV-1883,22BUBDU6468E1ZX,2025-01,118181.52,656564
INV-1884,22SMMFE8005F1ZE,2025-01,132882.12,738234
INV-1885,01YAOQS0373X1ZX,2025-01,91183.68,506576
INV-1886,03RVHXB4166W1ZW,2025-01,72241.92,401344
INV-1887,28ZJAFJ0381V1ZA,2025-01,129873.06,721517
INV-1888,36HRYDD1526W1ZK,2025-01,177140.88,984116
INV-1889,29KWBNS1542I1ZZ,2025-01,171832.5,954625
INV-1890,16PUSXA7955G1ZZ,2025-01,82184.76,456582
INV-1891,37DEXNK9687J1ZC,2025-01,77438.88,430216
INV-1892,02CNJLE3395B1ZE,2025-01,98475.3,547085
INV-1893,23IJWMU7732K1ZN,2025-01,169139.16,939662
INV-1894,25XVAOH1860M1ZQ,2025-01,179756.28,998646
INV-1895,14EWUHM1869J1ZX,2025-01,109004.04,605578
INV-1896,34BBHYY0751Q1ZV,2025-01,64679.4,359330
INV-1897,17FSITY6172S1ZY,2025-01,60173.28,334296
INV-1898,21PPPJV6872T1ZS,2025-01,88379.1,490995
INV-1899,12FVVGL9728Q1ZM,2025-01,1959.12,10884
INV-1900,01XAFDY6472D1ZB,2025-01,168452.1,935845
INV-1901,16ENVGK3459H1ZJ,2025-01,16970.22,94279
INV-1902,20DAYTY9195Q1ZK,2025-01,40175.64,223198
INV-1903,03RVHXB4166W1ZW,2025-01,47991.6,266620
INV-1904,12FVFEU8899O1ZU,2025-01,161414.46,896747
INV-1905,19MDBQP6411V1ZM,2025-01,31872.42,177069
INV-1906,26RRSRZ2430W1ZS,2025-01,105576.66,586537
INV-1907,37DZXIO2158E1ZJ,2025-01,37729.34,232813
INV-1908,14QDKRW0175M1ZL,2025-01,158711.4,881730
INV-1909,31HACDG3400R1ZG,2025-01,145821.96,810122
INV-1910,10GQLRX4250L1ZS,2025-01,61887.78,343821
INV-1911,30NOLJE6582Q1ZI,2025-01,63540.18,353001
INV-1912,30JDJPG8039X1ZC,2025-01,139653,775850
INV-1913,03MJDYW5974K1ZH,2025-01,82839.97,570060
INV-1914,03JQUQP0180D1ZN,2025-01,128234.88,712416
INV-1915,05LXLCR8330R1ZJ,2025-01,168949.08,938606
INV-1916,28SKIJJ5641M1ZL,2025-01,46184.4,256580
INV-1917,29SLBBS0318X1ZH,2025-01,96446.52,535814
INV-1918,18UJKPN7002R1ZS,2025-01,143675.64,798198
INV-1919,02QGMCY4236X1ZW,2025-01,123648.48,686936
INV-1920,03ADQIX9273K1ZF,2025-01,37278.18,207101
INV-1921,32ZQMEU1749R1ZU,2025-01,83979,466550
INV-1922,10NKQVR0678B1ZH,2025-01,125246.7,695815
INV-1923,17BTNTM7515T1ZB,2025-01,55585.08,308806
INV-1924,32VROXP3750B1ZY,2025-01,156810.42,871169
INV-1925,27IMRDZ9168P1ZP,2025-01,81400.14,452223
INV-1926,01YAOQS0373X1ZX,2025-01,130587.3,725485
INV-1927,03TENLH9489P1ZL,2025-01,89551.08,497506
INV-1928,06CBYYW8061O1ZP,2025-01,140086.8,778260
INV-1929,20AQFJI6157Y1ZI,2025-01,78141.78,434121
INV-1930,24CAIJH1145N1ZD,2025-01,22817.33,144993
INV-1931,26NQNKS0562J1ZC,2025-01,131334.48,729636
INV-1932,23ICNHB0945Q1ZK,2025-01,125203.86,695577
INV-1933,12MCGFN0921W1ZF,2025-01,147389.22,818829
INV-1934,10PXUWW9393D1ZK,2025-01,50618.34,281213
INV-1935,22BYMJX2969P1ZX,2025-01,154139.58,856331
INV-1936,05DFRAS8941C1ZH,2025-01,149209.38,828941
INV-1937,24SVPXC2616S1ZU,2025-01,161131.32,895174
INV-1938,24LMPWW0966C1ZZ,2025-01,22877.28,127096
INV-1939,13UZHER1153N1ZI,2025-01,145171.62,806509
INV-1940,30JDJPG8039X1ZC,2025-01,16901.1,93895
INV-1941,02MHXCV7337Q1ZP,2025-01,178119.9,989555
INV-1942,29XDLYF4300Q1ZL,2025-01,98983.26,549907
INV-1943,32OMAAG9846J1ZN,2025-01,87676.2,487090
INV-1944,11WUFFF2658Y1ZV,2025-01,54971.64,305398
INV-1945,28SKVPD3953S1ZY,2025-01,94212.9,523405
INV-1946,30JVWFR3207L1ZU,2025-01,137170.28,942358
INV-1947,24GJXEK3626W1ZD,2025-01,49424.94,274583
INV-1948,32VROXP3750B1ZY,2025-01,57695.22,320529
INV-1949,19WAOCZ2954E1ZQ,2025-01,33722.61,197410
INV-1950,32IOIHA5082Z1ZP,2025-01,5106.42,28369
INV-1951,13ZDZMG6295Y1ZJ,2025-01,121837.68,676876
INV-1952,32DZPGE5509D1ZO,2025-01,69227.46,384597
INV-1953,35VOKPW7730N1ZC,2025-01,76582.98,425461
INV-1954,16VCWGM6308F1ZP,2025-01,102774.96,570972
INV-1955,18IKFFB5950X1ZW,2025-01,29100.6,161670
INV-1956,19DSYYK9906Z1ZT,2025-01,170294.58,946081
INV-1957,04UHUTO6022Y1ZM,2025-01,88250.4,490280
INV-1958,31HACDG3400R1ZG,2025-01,175212.9,973405
INV-1959,18VWRZF3773X1ZN,2025-01,9470.7,52615
INV-1960,07CJHJV8660S1ZA,2025-01,9026.46,50147
INV-1961,03RVHXB4166W1ZW,2025-01,101678.88,678796
INV-1962,14RLIVV8375W1ZV,2025-01,138714.48,770636
INV-1963,16KCEGV4546B1ZG,2025-01,121980.78,677671
INV-1964,34ZKYZD2028N1ZW,2025-01,6024.6,33470
INV-1965,34DIBWW3817X1ZJ,2025-01,50280.3,279335
INV-1966,23IJVXP7370D1ZH,2025-01,16764.12,93134
INV-1967,33GASVP6844K1ZR,2025-01,121956.33,842196
INV-1968,31FVHOH1720Q1ZH,2025-01,49199.79,327929
INV-1969,16YRIXY3529Y1ZL,2025-01,163033.02,905739
INV-1970,32COLPC4200X1ZI,2025-01,11016.54,61203
INV-1971,26RRSRZ2430W1ZS,2025-01,42419.34,235663
INV-1972,20QFFHN7621D1ZA,2025-01,131818.5,732325
INV-1973,30HKWUQ7160F1ZD,2025-01,128529.9,714055
INV-1974,01YAOQS0373X1ZX,2025-01,173508.84,963938
INV-1975,23DZKDZ8794X1ZR,2025-01,53266.5,295925
INV-1976,05ITQUT3058F1ZY,2025-01,5333.04,29628
INV-1977,17LHZWC3326A1ZV,2025-01,53660.7,298115
INV-1978,18FZLKA1555K1ZD,2025-01,150956.1,838645
INV-1979,37YCGOK5673O1ZJ,2025-01,43573.32,242074
INV-1980,03NLVBZ5375Q1ZY,2025-01,63067.86,350377
INV-1981,14JCJWE2293F1ZP,2025-01,56126.34,311813
INV-1982,14XKMNJ0707M1ZE,2025-01,112764.96,626472
INV-1983,17FCAJZ6575Y1ZF,2025-01,63849.78,354721
INV-1984,17SOXYX6228N1ZZ,2025-01,177307.56,985042
INV-1985,14FTVBC8134I1ZV,2025-01,66085.2,367140
INV-1986,30URHFU6941V1ZB,2025-01,76322.66,475969
INV-1987,24ZUBJL1972F1ZW,2025-01,141955.56,788642
INV-1988,13UZHER1153N1ZI,2025-01,133491.24,741618
INV-1989,24DUGXU0820W1ZS,2025-01,50060.34,278113
INV-1990,05AXRYV4637N1ZL,2025-01,162664.56,903692
INV-1991,07PYOXJ9158H1ZD,2025-01,120969.72,672054
INV-1992,14FTVBC8134I1ZV,2025-01,14421.59,97128
INV-1993,35AVCWT8752Z1ZZ,2025-01,71482.5,397125
INV-1994,31XBJCK7866O1ZT,2025-01,61317.9,340655
INV-1995,09QPAGU3964M1ZL,2025-01,7380,41000
INV-1996,31UJPTT6014H1ZC,2025-01,33269.94,184833
INV-1997,29EOOWD7907H1ZC,2025-01,83248.56,462492
INV-1998,13SKRJX4200R1ZH,2025-01,143619.66,797887
INV-1999,22YTNUD8896E1ZG,2025-01,94427.1,524595
INV-2000,20LOFKQ4710W1ZQ,2025-01,103267.08,573706
INV-2001,16WFFGQ1196V1ZP,2025-01,162169.38,900941
INV-2002,36LJHUT2399Y1ZG,2025-01,43003.62,238909
INV-2003,31XAWLF5211T1ZW,2025-01,48252.3,313404
INV-2004,28CTVOP5313V1ZY,2025-01,146542.68,814126
INV-2005,33BHVEY8550D1ZZ,2025-01,57279.82,379124
INV-2006,26ZNDLD4290X1ZB,2025-01,114904.26,638357
INV-2007,09DBASM4906N1ZO,2025-01,70346.88,390816
INV-2008,12OOTTO6741Z1ZF,2025-01,168792.3,937735
INV-2009,30QQONQ3358O1ZJ,2025-01,145576.08,808756
INV-2010,37REJJA6891P1ZD,2025-01,102896.1,571645
INV-2011,12UNDFD7053Z1ZR,2025-01,132861.04,910786
INV-2012,31CMVHJ5547D1ZK,2025-01,89360.82,496449
INV-2013,24MGTTV4896N1ZI,2025-01,76352.08,481288
INV-2014,32OMAAG9846J1ZN,2025-01,35325.9,196255
INV-2015,36FQOFP8086K1ZI,2025-01,102337.2,568540
INV-2016,24MLYMO3828C1ZJ,2025-01,125651.7,698065
INV-2017,30AERUX1433Y1ZD,2025-01,20357.82,113099
INV-2018,09GBSOO4553O1ZI,2025-01,80713.62,448409
INV-2019,09RVTRN6433F1ZG,2025-01,121919.58,677331
INV-2020,05LXLCR8330R1ZJ,2025-01,27954.54,155303
INV-2021,30HKWUQ7160F1ZD,2025-01,16994.88,94416
INV-2022,08AQDWU9435U1ZG,2025-01,78953.58,438631
INV-2023,34UMONK6196O1ZK,2025-01,48974.58,272081
INV-2024,02DGGTT2309P1ZR,2025-01,90870.66,504837
INV-2025,14EWUHM1869J1ZX,2025-01,58864.02,398283
INV-2026,18FZLKA1555K1ZD,2025-01,168557.22,936429
INV-2027,36DBOKO0277G1ZN,2025-01,98311.32,546174
INV-2028,16GQPXB3303O1ZV,2025-01,32259.24,179218
INV-2029,03RVHXB4166W1ZW,2025-01,166884.66,927137
INV-2030,26RRSRZ2430W1ZS,2025-01,178679.34,992663
INV-2031,37WUZXT8972Z1ZL,2025-01,57098.34,317213
INV-2032,01ZYWEM2403M1ZI,2025-01,40871.16,227062
INV-2033,14XKMNJ0707M1ZE,2025-01,48051,266950
INV-2034,26MXGQK3310O1ZO,2025-01,47453.94,263633
INV-2035,12FVVGL9728Q1ZM,2025-01,96212.34,534513
INV-2036,05OAYVM5936M1ZB,2025-01,115802.46,643347
INV-2037,20LOFKQ4710W1ZQ,2025-01,173345.04,963028
INV-2038,24MLYMO3828C1ZJ,2025-01,138081.6,767120
INV-2039,14OOHYU5138R1ZO,2025-01,7900.56,43892
INV-2040,30GDERV6083C1ZW,2025-01,165452.58,919181
INV-2041,20AQFJI6157Y1ZI,2025-01,74525.76,414032
INV-2042,18JKQUG9503W1ZL,2025-01,50878.8,282660
INV-2043,11SDCLJ5375F1ZM,2025-01,148377.6,824320
INV-2044,13UZHER1153N1ZI,2025-01,136707.12,759484
INV-2045,12IBLFU5177E1ZT,2025-01,148780.84,877962
INV-2046,10MAXQG6069Z1ZD,2025-01,76994.82,427749
INV-2047,34ZKYZD2028N1ZW,2025-01,137058.3,761435
INV-2048,16ABUMP3010T1ZK,2025-01,84855.78,471421
INV-2049,05GRHFC9771F1ZW,2025-01,17575.03,118656
INV-2050,27IMRDZ9168P1ZP,2025-01,144856.44,804758
INV-2051,12IAABK5637I1ZG,2025-01,22898.34,127213
INV-2052,28EFEHW0622N1ZR,2025-01,125717.04,698428
INV-2053,16GQPXB3303O1ZV,2025-01,47677.5,264875
INV-2054,19WAOCZ2954E1ZQ,2025-01,20131.74,111843
INV-2055,34HMTAR3399I1ZZ,2025-01,15780.06,87667
INV-2056,21WXLUP8739S1ZT,2025-01,94581.9,525455
INV-2057,31FVHOH1720Q1ZH,2025-01,66433.86,369077
INV-2058,26MXGQK3310O1ZO,2025-01,52189.39,356723
INV-2059,08OOXKI7109C1ZL,2025-01,109049.94,605833
INV-2060,34IGRIG1649C1ZA,2025-01,145494.72,808304
INV-2061,27PXNVO3752G1ZT,2025-01,56239.38,312441
INV-2062,24CPVAN3439D1ZG,2025-01,71795.7,398865
INV-2063,12UYSDK4157G1ZO,2025-01,56765.52,315364
INV-2064,12UYSDK4157G1ZO,2025-01,31678.56,175992
INV-2065,05YRTKV2705L1ZB,2025-01,91506.96,508372
INV-2066,10UXOZO1226O1ZL,2025-01,30949.74,171943
INV-2067,18WDDGE6007H1ZS,2025-01,116452.08,646956
INV-2068,26NQNKS0562J1ZC,2025-01,50364.72,279804
INV-2069,07GELKH2948R1ZD,2025-01,162405.54,902253
INV-2070,32ZQMEU1749R1ZU,2025-01,29802.6,165570
INV-2071,31FVHOH1720Q1ZH,2025-01,70533.18,391851
INV-2072,27QHEMO9182P1ZB,2025-01,99345.96,551922
INV-2073,07RBVMQ4335Z1ZI,2025-01,171669.96,953722
INV-2074,14FTVBC8134I1ZV,2025-01,123322.86,685127
INV-2075,22RUMRN5458J1ZF,2025-01,96378.48,535436
INV-2076,07CJHJV8660S1ZA,2025-01,73141.02,406339
INV-2077,20BKPAH2123A1ZP,2025-01,166154.58,923081
INV-2078,26NKIII1515Y1ZL,2025-01,93151.62,517509
INV-2079,37OJOTJ4900J1ZT,2025-01,14021.64,77898
INV-2080,26JOBAE4475D1ZQ,2025-01,40762.08,226456
INV-2081,17VTPBI0990P1ZB,2025-01,116677.08,648206
INV-2082,11VUDGQ8518D1ZJ,2025-01,56236.01,383818
INV-2083,35OJJPX0292M1ZL,2025-01,174066.66,967037
INV-2084,30DDTOT4539E1ZQ,2025-01,160340.22,890779
INV-2085,06BKSMK4513C1ZO,2025-01,141730.38,787391
INV-2086,12OOTTO6741Z1ZF,2025-01,7998.3,44435
INV-2087,04PTYFF6110A1ZN,2025-01,63993.78,355521
INV-2088,24SBDHK5873D1ZU,2025-01,106228.8,590160
INV-2089,35VOKPW7730N1ZC,2025-01,103292.82,573849
INV-2090,08SGMYQ9249Y1ZY,2025-01,12364.74,68693
INV-2091,25RPIWK6623K1ZJ,2025-01,48603.06,270017
INV-2092,05HBKZG8109G1ZT,2025-01,128016.26,785354
INV-2093,24VAZPV6967H1ZI,2025-01,124635.6,692420
INV-2094,04HUQBR0328V1ZL,2025-01,137200.86,762227
INV-2095,36HRYDD1526W1ZK,2025-01,116770.86,648727
INV-2096,14SMXLB1455V1ZZ,2025-01,19043.46,105797
INV-2097,22DRBDW4138T1ZF,2025-01,148156.41,972033
INV-2098,26ZNDLD4290X1ZB,2025-01,22906.94,148987
INV-2099,05LXOSJ3168Y1ZD,2025-01,37388.02,227822
INV-2100,35KESUP1066K1ZN,2025-01,145562.22,808679
INV-2101,24MLYMO3828C1ZJ,2025-01,20347.74,113043
INV-2102,04QPORH7041C1ZZ,2025-01,11441.52,63564
INV-2103,30QQONQ3358O1ZJ,2025-01,15588.54,86603
INV-2104,33GASVP6844K1ZR,2025-01,85205.34,473363
INV-2105,29XDLYF4300Q1ZL,2025-01,20650.86,114727
INV-2106,19HPLRJ0839I1ZU,2025-01,114724.08,637356
INV-2107,35OJJPX0292M1ZL,2025-01,3612.24,20068
INV-2108,19ZTZRU7931P1ZB,2025-01,140796.05,958949
INV-2109,15HFZLT1044G1ZD,2025-01,85345.74,474143
INV-2110,36OGHIS7867O1ZZ,2025-01,153883.08,854906
INV-2111,30MYDXG3193K1ZO,2025-01,87915.06,488417
INV-2112,30MYDXG3193K1ZO,2025-01,78650.46,436947
INV-2113,08HUMPU8934F1ZB,2025-01,120921.3,671785
INV-2114,28RGIRK8590U1ZF,2025-01,93015.9,516755
INV-2115,14EWUHM1869J1ZX,2025-01,123592.32,686624
INV-2116,28SKVPD3953S1ZY,2025-01,102247.38,568041
INV-2117,15FDDTP4545V1ZG,2025-01,129738.42,720769
INV-2118,16ENVGK3459H1ZJ,2025-01,119938.68,666326
INV-2119,31CMVHJ5547D1ZK,2025-01,36185.22,201029
INV-2120,24CAIJH1145N1ZD,2025-01,170417.34,946763
INV-2121,14RMGAC1549Y1ZQ,2025-01,32589.9,181055
INV-2122,22OGRCY5454R1ZD,2025-01,83340,463000
INV-2123,01OMLEB9484C1ZS,2025-01,176443.56,980242
INV-2124,16NUPSH6521C1ZF,2025-01,131459.04,730328
INV-2125,31NYLVV9060W1ZO,2025-01,38339.82,212999
INV-2126,15IYXVG6513R1ZC,2025-01,42043.14,233573
INV-2127,05YRTKV2705L1ZB,2025-01,62200.8,345560
INV-2128,15QXVBE3752D1ZO,2025-01,131041.44,728008
INV-2129,31JIXWO2175M1ZH,2025-01,41491.26,230507
INV-2130,36SJPHN4716Y1ZR,2025-01,59221.19,349492
INV-2131,01PNWWB9905L1ZD,2025-01,76587.66,425487
INV-2132,15KVKSI3296P1ZC,2025-01,116956.8,649760
INV-2133,13LDAKV3844U1ZT,2025-01,99279.72,551554
INV-2134,17FCAJZ6575Y1ZF,2025-01,150671.16,837062
INV-2135,03RVHXB4166W1ZW,2025-01,52644.24,292468
INV-2136,27IMRDZ9168P1ZP,2025-01,90883.44,504908
INV-2137,29LGJZJ9602D1ZO,2025-01,59599.26,331107
INV-2138,32OCCUV3807R1ZG,2025-01,158312.16,879512
INV-2139,01NKASN2564F1ZD,2025-01,82072.26,455957
INV-2140,26BCVUJ4608S1ZY,2025-01,74491.08,447385
INV-2141,11XQWTK0889P1ZX,2025-01,64419.41,433709
INV-2142,33BHVEY8550D1ZZ,2025-01,68542.02,380789
INV-2143,35DJTGJ6364T1ZR,2025-01,88034.94,489083
INV-2144,19KUUSF6549T1ZW,2025-01,134739.36,748552
INV-2145,05AXRYV4637N1ZL,2025-01,122933.68,761485
INV-2146,15CWMZP8277H1ZH,2025-01,63134.43,401617
INV-2147,11TLQMI7586L1ZH,2025-01,151081.02,839339
INV-2148,20SDOVY1377U1ZN,2025-01,107491.14,597173
INV-2149,19HPLRJ0839I1ZU,2025-01,118359.72,657554
INV-2150,08BIDGE5033L1ZO,2025-01,43021.83,297271
INV-2151,05KLOVQ6103K1ZR,2025-01,32077.8,178210
INV-2152,19MDBQP6411V1ZM,2025-01,179501.04,997228
INV-2153,14EWUHM1869J1ZX,2025-01,10482.12,58234
INV-2154,35FOTOQ9663V1ZQ,2025-01,173346.66,963037
INV-2155,20PNNMO4031N1ZS,2025-01,46381.78,303750
INV-2156,14QDKRW0175M1ZL,2025-01,12995.64,72198
INV-2157,30QHQEA0511I1ZE,2025-01,66480.84,369338
INV-2158,24GJXEK3626W1ZD,2025-01,84493.08,469406
INV-2159,26RRSRZ2430W1ZS,2025-01,23511.1,150807
INV-2160,24AAMJP9075Y1ZY,2025-01,140045.04,778028
INV-2161,17BTNTM7515T1ZB,2025-01,166752.54,926403
INV-2162,23IJWMU7732K1ZN,2025-01,110155.5,611975
INV-2163,02CFRHP4547K1ZL,2025-01,84519,469550
INV-2164,22SMMFE8005F1ZE,2025-01,104964.48,583136
INV-2165,20SDOVY1377U1ZN,2025-01,102027.96,566822
INV-2166,13SKRJX4200R1ZH,2025-01,28312.2,157290
INV-2167,34WICDY1497H1ZV,2025-01,133779.24,743218
INV-2168,35YMKTA1088Q1ZU,2025-01,69979.68,388776
INV-2169,23IJVXP7370D1ZH,2025-01,42344.46,235247
INV-2170,30HNQPA9985T1ZT,2025-01,35900.23,248742
INV-2171,20GRSUB9445W1ZN,2025-01,39357.18,218651
INV-2172,20LYXYH7117T1ZT,2025-01,50689.44,281608
INV-2173,20QFFHN7621D1ZA,2025-01,177837.66,987987
INV-2174,09NPWWL5474U1ZE,2025-01,123018.66,683437
INV-2175,05ODRBF5048J1ZY,2025-01,153939.6,855220
INV-2176,12TIYUW8271B1ZP,2025-01,158773.14,882073
INV-2177,16GQPXB3303O1ZV,2025-01,98486.1,547145
INV-2178,29EOOWD7907H1ZC,2025-01,84319.92,468444
INV-2179,37REJJA6891P1ZD,2025-01,166588.38,925491
INV-2180,37OBSNY5715M1ZC,2025-01,94663.62,525909
INV-2181,20GRSUB9445W1ZN,2025-01,121534.02,675189
INV-2182,27GCAOZ3676Y1ZA,2025-01,108498.06,602767
INV-2183,05GFPYJ6220G1ZK,2025-01,149131.08,828506
INV-2184,28CTVOP5313V1ZY,2025-01,152528.94,847383
INV-2185,35YMKTA1088Q1ZU,2025-01,18358.38,101991
INV-2186,09QPAGU3964M1ZL,2025-01,116939.52,649664
INV-2187,31XBJCK7866O1ZT,2025-01,15593.94,86633
INV-2188,29GPDUQ3180A1ZF,2025-01,54056.34,300313
INV-2189,10VYYJE5725D1ZS,2025-01,147697.47,933313
INV-2190,37FZETA7927W1ZC,2025-01,15583.14,86573
INV-2191,22SMMFE8005F1ZE,2025-01,65936.88,366316
INV-2192,04QPORH7041C1ZZ,2025-01,132521.22,736229
INV-2193,37YCMBT7145I1ZQ,2025-01,77574.06,430967
INV-2194,24PSBFH0212U1ZL,2025-01,119517.48,663986
INV-2195,14RSRBQ5242U1ZW,2025-01,44310.6,246170
INV-2196,17BTNTM7515T1ZB,2025-01,50656.68,281426
INV-2197,32VROXP3750B1ZY,2025-01,146713.32,815074
INV-2198,18VWRZF3773X1ZN,2025-01,117440.85,695362
INV-2199,09DBASM4906N1ZO,2025-01,156857.58,871431
INV-2200,32OCCUV3807R1ZG,2025-01,170393.94,946633
INV-2201,15ZEHUN5756Y1ZT,2025-01,147697.2,820540
INV-2202,16ENVGK3459H1ZJ,2025-01,36073.26,200407
INV-2203,11PGISE1309T1ZV,2025-01,115408.8,641160
INV-2204,10GQLRX4250L1ZS,2025-01,103735.8,576310
INV-2205,14VKUYA8549J1ZY,2025-01,63606.06,353367
INV-2206,09WUQEZ4901E1ZJ,2025-01,126024.84,700138
INV-2207,05YRTKV2705L1ZB,2025-01,32619.6,181220
INV-2208,10EQXIY0809Y1ZS,2025-01,178521.12,991784
INV-2209,32OCCUV3807R1ZG,2025-01,6951.96,38622
INV-2210,13IPZDV7275I1ZY,2025-01,84779.28,470996
INV-2211,25YWFYY6699G1ZI,2025-01,72600.3,403335
INV-2212,28SKVPD3953S1ZY,2025-01,142214.4,790080
INV-2213,30JVWFR3207L1ZU,2025-01,86132.88,478516
INV-2214,29XDLYF4300Q1ZL,2025-01,40611.78,225621
INV-2215,37OIZFB1027F1ZW,2025-01,25326.72,140704
INV-2216,26NKIII1515Y1ZL,2025-01,97436.88,541316
INV-2217,07TFIVZ2570F1ZP,2025-01,24770.7,137615
INV-2218,12VBULH0109Q1ZM,2025-01,24516.72,136204
INV-2219,17BQZRF3950I1ZH,2025-01,69443.82,385799
INV-2220,15ZEHUN5756Y1ZT,2025-01,41497.92,230544
INV-2221,05GISRT5596K1ZQ,2025-01,69720.84,387338
INV-2222,32WBMGZ0264H1ZC,2025-01,22937.76,127432
INV-2223,24PSBFH0212U1ZL,2025-01,73528.02,408489
INV-2224,28XIZTD8670E1ZB,2025-01,163646.28,909146
INV-2225,16TRMPG4468C1ZM,2025-01,60307.02,335039
INV-2226,27UIMTG6871N1ZL,2025-01,161818.38,898991
INV-2227,09WUQEZ4901E1ZJ,2025-01,134149.68,745276
INV-2228,06DMIIU9473Y1ZE,2025-01,154714.32,859524
INV-2229,07MIHIH6961Q1ZY,2025-01,4791.42,26619
INV-2230,30TCRFK9917X1ZR,2025-01,171165.42,950919
