gstin,period,itc_claimed,total_tax_paid,filing_date,due_date
32HEVQW9413R1ZQ,2025-06,967639,933930,27-02-2026,08-02-2026
32KVMCA7225F1ZY,2025-01,335663,383041,27-02-2026,27-02-2026
32KVMCA7225F1ZY,2025-02,387574,423103,27-02-2026,27-02-2026
32KVMCA7225F1ZY,2025-03,441325,490791,27-02-2026,27-02-2026
32KVMCA7225F1ZY,2025-04,496568,503193,27-02-2026,27-02-2026
32KVMCA7225F1ZY,2025-05,1426653,1435307,27-02-2026,05-02-2026
32KVMCA7225F1ZY,2025-06,1053765,1061997,27-02-2026,27-02-2026
32OCCUV3807R1ZG,2025-01,1904148,1948806,27-02-2026,27-02-2026
32OCCUV3807R1ZG,2025-02,823700,817583,27-02-2026,09-02-2026
32OCCUV3807R1ZG,2025-03,686689,642992,27-02-2026,27-02-2026
32OCCUV3807R1ZG,2025-04,29031,18294,27-02-2026,04-02-2026
32OCCUV3807R1ZG,2025-05,1266750,1228828,27-02-2026,27-02-2026
32OCCUV3807R1ZG,2025-06,996316,1008887,27-02-2026,27-02-2026
16HZLJV4972Z1ZX,2025-01,1829177,1846024,27-02-2026,27-02-2026
16HZLJV4972Z1ZX,2025-02,188968,225522,27-02-2026,27-02-2026
16HZLJV4972Z1ZX,2025-03,1019504,1004133,27-02-2026,27-02-2026
16HZLJV4972Z1ZX,2025-04,1870990,1913786,27-02-2026,13-02-2026
16HZLJV4972Z1ZX,2025-05,1755931,1793553,27-02-2026,18-02-2026
16HZLJV4972Z1ZX,2025-06,327846,376147,27-02-2026,24-02-2026
28EDFFB3253W1ZJ,2025-01,261043,309438,27-02-2026,27-02-2026
28EDFFB3253W1ZJ,2025-02,617819,598000,27-02-2026,27-02-2026
28EDFFB3253W1ZJ,2025-03,897505,913100,27-02-2026,27-02-2026
28EDFFB3253W1ZJ,2025-04,1651303,1697686,27-02-2026,27-02-2026
28EDFFB3253W1ZJ,2025-05,332205,327852,27-02-2026,27-02-2026
28EDFFB3253W1ZJ,2025-06,821298,846378,27-02-2026,27-02-2026
33ZRCZU9981E1ZH,2025-01,1862995,1860496,27-02-2026,16-02-2026
33ZRCZU9981E1ZH,2025-02,1535986,1582445,27-02-2026,27-02-2026
33ZRCZU9981E1ZH,2025-03,1036808,1013924,27-02-2026,27-02-2026
33ZRCZU9981E1ZH,2025-04,1005200,1028631,27-02-2026,27-02-2026
33ZRCZU9981E1ZH,2025-05,1574722,1531981,27-02-2026,05-02-2026
33ZRCZU9981E1ZH,2025-06,378800,397297,27-02-2026,27-02-2026
16TRMPG4468C1ZM,2025-01,1378304,1406342,27-02-2026,17-02-2026
16TRMPG4468C1ZM,2025-02,1773993,1774587,27-02-2026,27-02-2026
16TRMPG4468C1ZM,2025-03,1581111,1620034,27-02-2026,27-02-2026
16TRMPG4468C1ZM,2025-04,1435779,1435439,27-02-2026,27-02-2026
16TRMPG4468C1ZM,2025-05,1287990,1329434,27-02-2026,27-02-2026
16TRMPG4468C1ZM,2025-06,1386278,1389346,27-02-2026,27-02-2026
24LMPWW0966C1ZZ,2025-01,235059,260177,27-02-2026,27-02-2026
24LMPWW0966C1ZZ,2025-02,1814878,1822732,27-02-2026,27-02-2026
24LMPWW0966C1ZZ,2025-03,1473887,1462961,27-02-2026,27-02-2026
24LMPWW0966C1ZZ,2025-04,1226545,1276428,27-02-2026,27-02-2026
24LMPWW0966C1ZZ,2025-05,143448,175964,27-02-2026,27-02-2026
24LMPWW0966C1ZZ,2025-06,834702,837248,27-02-2026,27-02-2026
28VMIHO1878Y1ZB,2025-01,139319,174770,27-02-2026,27-02-2026
28VMIHO1878Y1ZB,2025-02,828032,797049,27-02-2026,27-02-2026
28VMIHO1878Y1ZB,2025-03,1672081,1629134,27-02-2026,27-02-2026
28VMIHO1878Y1ZB,2025-04,825458,809402,27-02-2026,25-02-2026
28VMIHO1878Y1ZB,2025-05,1080423,1091020,27-02-2026,27-02-2026
28VMIHO1878Y1ZB,2025-06,1836818,1826199,27-02-2026,27-02-2026
30AYELZ4998J1ZF,2025-01,199594,176395,27-02-2026,27-02-2026
30AYELZ4998J1ZF,2025-02,1614631,1663425,27-02-2026,20-02-2026
30AYELZ4998J1ZF,2025-03,1579979,1612789,27-02-2026,27-02-2026
30AYELZ4998J1ZF,2025-04,1277418,1281893,27-02-2026,27-02-2026
30AYELZ4998J1ZF,2025-05,1022359,1054751,27-02-2026,27-02-2026
30AYELZ4998J1ZF,2025-06,1615205,1643284,27-02-2026,27-02-2026
24GJXEK3626W1ZD,2025-01,934145,944544,27-02-2026,27-02-2026
24GJXEK3626W1ZD,2025-02,711789,709045,27-02-2026,27-02-2026
24GJXEK3626W1ZD,2025-03,1004476,966163,27-02-2026,27-02-2026
24GJXEK3626W1ZD,2025-04,1287132,1315948,27-02-2026,27-02-2026
24GJXEK3626W1ZD,2025-05,692954,681284,27-02-2026,27-02-2026
24GJXEK3626W1ZD,2025-06,1734052,1746738,27-02-2026,27-02-2026
05DFRAS8941C1ZH,2025-01,1387530,1354214,27-02-2026,27-02-2026
05DFRAS8941C1ZH,2025-02,464853,506002,27-02-2026,27-02-2026
05DFRAS8941C1ZH,2025-03,454899,421766,27-02-2026,27-02-2026
05DFRAS8941C1ZH,2025-04,997685,982002,27-02-2026,27-02-2026
05DFRAS8941C1ZH,2025-05,338422,296854,27-02-2026,27-02-2026
05DFRAS8941C1ZH,2025-06,1599315,1620752,27-02-2026,27-02-2026
07CJHJV8660S1ZA,2025-01,168843,165990,27-02-2026,11-02-2026
07CJHJV8660S1ZA,2025-02,185305,226162,27-02-2026,27-02-2026
07CJHJV8660S1ZA,2025-03,1113732,1098585,27-02-2026,27-02-2026
07CJHJV8660S1ZA,2025-04,142381,187071,27-02-2026,27-02-2026
07CJHJV8660S1ZA,2025-05,1680375,1684596,27-02-2026,27-02-2026
07CJHJV8660S1ZA,2025-06,1001787,1008899,27-02-2026,27-02-2026
14QDKRW0175M1ZL,2025-01,714635,737769,27-02-2026,27-02-2026
14QDKRW0175M1ZL,2025-02,335349,314199,27-02-2026,27-02-2026
14QDKRW0175M1ZL,2025-03,768185,735177,27-02-2026,27-02-2026
14QDKRW0175M1ZL,2025-04,1176796,1191053,27-02-2026,27-02-2026
14QDKRW0175M1ZL,2025-05,1833738,1841039,27-02-2026,27-02-2026
14QDKRW0175M1ZL,2025-06,1653820,1691231,27-02-2026,27-02-2026
09GQGPS2908J1ZG,2025-01,1157012,1200531,27-02-2026,27-02-2026
09GQGPS2908J1ZG,2025-02,1682223,1663095,27-02-2026,27-02-2026
09GQGPS2908J1ZG,2025-03,1149105,1156623,27-02-2026,10-02-2026
09GQGPS2908J1ZG,2025-04,227831,226925,27-02-2026,27-02-2026
09GQGPS2908J1ZG,2025-05,745575,774038,27-02-2026,27-02-2026
09GQGPS2908J1ZG,2025-06,639818,653312,27-02-2026,27-02-2026
13THBXY4145Q1ZA,2025-01,1113622,1150678,27-02-2026,17-02-2026
13THBXY4145Q1ZA,2025-02,568015,572063,27-02-2026,27-02-2026
13THBXY4145Q1ZA,2025-03,683099,637532,27-02-2026,27-02-2026
13THBXY4145Q1ZA,2025-04,1890864,1909011,27-02-2026,27-02-2026
13THBXY4145Q1ZA,2025-05,1600042,1551327,27-02-2026,27-02-2026
13THBXY4145Q1ZA,2025-06,1164750,1161073,27-02-2026,27-02-2026
25WOJRT9700I1ZG,2025-01,1113805,1135413,27-02-2026,25-02-2026
25WOJRT9700I1ZG,2025-02,672892,675729,27-02-2026,27-02-2026
25WOJRT9700I1ZG,2025-03,1727200,1723156,27-02-2026,27-02-2026
25WOJRT9700I1ZG,2025-04,1576937,1615757,27-02-2026,27-02-2026
25WOJRT9700I1ZG,2025-05,1374218,1325787,27-02-2026,27-02-2026
25WOJRT9700I1ZG,2025-06,238321,188518,27-02-2026,27-02-2026
26NQNKS0562J1ZC,2025-01,1030226,1058153,27-02-2026,27-02-2026
26NQNKS0562J1ZC,2025-02,541918,557394,27-02-2026,27-02-2026
26NQNKS0562J1ZC,2025-03,1243695,1221501,27-02-2026,27-02-2026
26NQNKS0562J1ZC,2025-04,800474,775883,27-02-2026,27-02-2026
26NQNKS0562J1ZC,2025-05,1657954,1691053,27-02-2026,27-02-2026
26NQNKS0562J1ZC,2025-06,1609694,1603012,27-02-2026,27-02-2026
10NKQVR0678B1ZH,2025-01,500671,490038,27-02-2026,31-01-2026
10NKQVR0678B1ZH,2025-02,938379,924620,27-02-2026,27-02-2026
10NKQVR0678B1ZH,2025-03,489976,466011,27-02-2026,27-02-2026
10NKQVR0678B1ZH,2025-04,337610,378363,27-02-2026,27-02-2026
10NKQVR0678B1ZH,2025-05,1062767,1027767,27-02-2026,27-02-2026
10NKQVR0678B1ZH,2025-06,733366,683433,27-02-2026,27-02-2026
30PBRRE0104L1ZQ,2025-01,1026957,1014990,27-02-2026,20-02-2026
30PBRRE0104L1ZQ,2025-02,523537,511324,27-02-2026,27-02-2026
30PBRRE0104L1ZQ,2025-03,687657,659230,27-02-2026,27-02-2026
30PBRRE0104L1ZQ,2025-04,28188,20064,27-02-2026,27-02-2026
30PBRRE0104L1ZQ,2025-05,539527,551555,27-02-2026,27-02-2026
30PBRRE0104L1ZQ,2025-06,65408,97238,27-02-2026,27-02-2026
24DUGXU0820W1ZS,2025-01,353608,381618,27-02-2026,27-02-2026
24DUGXU0820W1ZS,2025-02,755333,782337,27-02-2026,11-02-2026
24DUGXU0820W1ZS,2025-03,505437,509135,27-02-2026,27-02-2026
24DUGXU0820W1ZS,2025-04,1209865,1229678,27-02-2026,27-02-2026
24DUGXU0820W1ZS,2025-05,1227607,1192660,27-02-2026,27-02-2026
24DUGXU0820W1ZS,2025-06,930825,979309,27-02-2026,17-02-2026
33JMOJG1572Q1ZA,2025-01,1521409,1501797,27-02-2026,27-02-2026
33JMOJG1572Q1ZA,2025-02,775122,751989,27-02-2026,07-02-2026
33JMOJG1572Q1ZA,2025-03,1363804,1383104,27-02-2026,27-02-2026
33JMOJG1572Q1ZA,2025-04,1108850,1117884,27-02-2026,27-02-2026
33JMOJG1572Q1ZA,2025-05,1071085,1119062,27-02-2026,27-02-2026
33JMOJG1572Q1ZA,2025-06,1904059,1939856,27-02-2026,27-02-2026
03MJDYW5974K1ZH,2025-01,959345,924610,27-02-2026,27-02-2026
03MJDYW5974K1ZH,2025-02,1687279,1720083,27-02-2026,27-02-2026
03MJDYW5974K1ZH,2025-03,560385,544980,27-02-2026,27-02-2026
03MJDYW5974K1ZH,2025-04,145308,152342,27-02-2026,27-02-2026
03MJDYW5974K1ZH,2025-05,389774,384200,27-02-2026,27-02-2026
03MJDYW5974K1ZH,2025-06,1011330,1023816,27-02-2026,27-02-2026
05ODRBF5048J1ZY,2025-01,507031,514517,27-02-2026,27-02-2026
05ODRBF5048J1ZY,2025-02,176427,144987,27-02-2026,27-02-2026
05ODRBF5048J1ZY,2025-03,1090480,1100131,27-02-2026,27-02-2026
05ODRBF5048J1ZY,2025-04,814232,773761,27-02-2026,27-02-2026
05ODRBF5048J1ZY,2025-05,1955680,1977544,27-02-2026,02-02-2026
05ODRBF5048J1ZY,2025-06,706485,705415,27-02-2026,27-02-2026
36LJHUT2399Y1ZG,2025-01,275987,321731,27-02-2026,27-02-2026
36LJHUT2399Y1ZG,2025-02,1350605,1304336,27-02-2026,27-02-2026
36LJHUT2399Y1ZG,2025-03,688821,716047,27-02-2026,27-02-2026
36LJHUT2399Y1ZG,2025-04,611154,607118,27-02-2026,27-02-2026
36LJHUT2399Y1ZG,2025-05,928867,909028,27-02-2026,27-02-2026
36LJHUT2399Y1ZG,2025-06,1164543,1162295,27-02-2026,27-02-2026
01YAOQS0373X1ZX,2025-01,686372,731970,27-02-2026,27-02-2026
01YAOQS0373X1ZX,2025-02,1208842,1188217,27-02-2026,27-02-2026
01YAOQS0373X1ZX,2025-03,1951036,1925271,27-02-2026,27-02-2026
01YAOQS0373X1ZX,2025-04,273580,309787,27-02-2026,03-02-2026
01YAOQS0373X1ZX,2025-05,226318,193977,27-02-2026,27-02-2026
01YAOQS0373X1ZX,2025-06,527918,485169,27-02-2026,27-02-2026
34ZKYZD2028N1ZW,2025-01,715135,696165,27-02-2026,27-02-2026
34ZKYZD2028N1ZW,2025-02,1849793,1825319,27-02-2026,27-02-2026
34ZKYZD2028N1ZW,2025-03,1294573,1306478,27-02-2026,27-02-2026
34ZKYZD2028N1ZW,2025-04,1206051,1207949,27-02-2026,27-02-2026
34ZKYZD2028N1ZW,2025-05,1066480,1040846,27-02-2026,27-02-2026
34ZKYZD2028N1ZW,2025-06,1256570,1259436,27-02-2026,27-02-2026
06PNQKP0612K1ZZ,2025-01,1111733,1125969,27-02-2026,09-02-2026
06PNQKP0612K1ZZ,2025-02,1612029,1644500,27-02-2026,16-02-2026
06PNQKP0612K1ZZ,2025-03,1067483,1102894,27-02-2026,27-02-2026
06PNQKP0612K1ZZ,2025-04,1642145,1684099,27-02-2026,01-02-2026
06PNQKP0612K1ZZ,2025-05,409183,420140,27-02-2026,27-02-2026
06PNQKP0612K1ZZ,2025-06,529151,485364,27-02-2026,08-02-2026
29HBFUP1144R1ZL,2025-01,965580,944349,27-02-2026,27-02-2026
29HBFUP1144R1ZL,2025-02,1829571,1836894,27-02-2026,27-02-2026
29HBFUP1144R1ZL,2025-03,873848,827416,27-02-2026,08-02-2026
29HBFUP1144R1ZL,2025-04,1388555,1413185,27-02-2026,27-02-2026
29HBFUP1144R1ZL,2025-05,1960210,1954116,27-02-2026,27-02-2026
29HBFUP1144R1ZL,2025-06,1448893,1483118,27-02-2026,27-02-2026
30GDERV6083C1ZW,2025-01,772943,809681,27-02-2026,25-02-2026
30GDERV6083C1ZW,2025-02,1486932,1455347,27-02-2026,27-02-2026
30GDERV6083C1ZW,2025-03,339416,369343,27-02-2026,27-02-2026
30GDERV6083C1ZW,2025-04,1449209,1409916,27-02-2026,26-02-2026
30GDERV6083C1ZW,2025-05,1293779,1274098,27-02-2026,27-02-2026
30GDERV6083C1ZW,2025-06,1456481,1425822,27-02-2026,27-02-2026
33BHVEY8550D1ZZ,2025-01,319783,328587,27-02-2026,27-02-2026
33BHVEY8550D1ZZ,2025-02,734842,722806,27-02-2026,27-02-2026
33BHVEY8550D1ZZ,2025-03,42924,36514,27-02-2026,27-02-2026
33BHVEY8550D1ZZ,2025-04,1416583,1376860,27-02-2026,27-02-2026
33BHVEY8550D1ZZ,2025-05,902034,917553,27-02-2026,27-02-2026
33BHVEY8550D1ZZ,2025-06,972200,980143,27-02-2026,27-02-2026
04VZDVJ6652C1ZA,2025-01,1234849,1257088,27-02-2026,31-01-2026
04VZDVJ6652C1ZA,2025-02,355171,341603,27-02-2026,27-02-2026
04VZDVJ6652C1ZA,2025-03,1171016,1132885,27-02-2026,04-02-2026
04VZDVJ6652C1ZA,2025-04,1416341,1370836,27-02-2026,27-02-2026
04VZDVJ6652C1ZA,2025-05,24986,39846,27-02-2026,27-02-2026
04VZDVJ6652C1ZA,2025-06,1613931,1590208,27-02-2026,27-02-2026
29VCWVD9094X1ZM,2025-01,774550,750213,27-02-2026,27-02-2026
29VCWVD9094X1ZM,2025-02,720371,751450,27-02-2026,06-02-2026
29VCWVD9094X1ZM,2025-03,307659,314987,27-02-2026,27-02-2026
29VCWVD9094X1ZM,2025-04,1835419,1866580,27-02-2026,27-02-2026
29VCWVD9094X1ZM,2025-05,1623598,1633031,27-02-2026,27-02-2026
29VCWVD9094X1ZM,2025-06,742326,703083,27-02-2026,27-02-2026
28EFEHW0622N1ZR,2025-01,1796889,1752845,27-02-2026,27-02-2026
28EFEHW0622N1ZR,2025-02,950434,924246,27-02-2026,27-02-2026
28EFEHW0622N1ZR,2025-03,1131408,1095400,27-02-2026,27-02-2026
28EFEHW0622N1ZR,2025-04,1158210,1139972,27-02-2026,09-02-2026
28EFEHW0622N1ZR,2025-05,1648688,1602370,27-02-2026,27-02-2026
28EFEHW0622N1ZR,2025-06,1023983,1042231,27-02-2026,27-02-2026
18JKQUG9503W1ZL,2025-01,480589,489544,27-02-2026,27-02-2026
18JKQUG9503W1ZL,2025-02,244124,231975,27-02-2026,27-02-2026
18JKQUG9503W1ZL,2025-03,660494,621565,27-02-2026,19-02-2026
18JKQUG9503W1ZL,2025-04,226897,239738,27-02-2026,27-02-2026
18JKQUG9503W1ZL,2025-05,1836191,1842041,27-02-2026,27-02-2026
18JKQUG9503W1ZL,2025-06,1197739,1152371,27-02-2026,27-02-2026
32IOIHA5082Z1ZP,2025-01,1122947,1101225,27-02-2026,27-02-2026
32IOIHA5082Z1ZP,2025-02,1182868,1167052,27-02-2026,27-02-2026
32IOIHA5082Z1ZP,2025-03,1814290,1820002,27-02-2026,27-02-2026
32IOIHA5082Z1ZP,2025-04,897902,905972,27-02-2026,27-02-2026
32IOIHA5082Z1ZP,2025-05,1133507,1135236,27-02-2026,27-02-2026
32IOIHA5082Z1ZP,2025-06,1408188,1412420,27-02-2026,27-02-2026
15ZCRGV9092Z1ZM,2025-01,1005734,1018746,27-02-2026,27-02-2026
15ZCRGV9092Z1ZM,2025-02,1193049,1189674,27-02-2026,27-02-2026
15ZCRGV9092Z1ZM,2025-03,1551434,1600184,27-02-2026,27-02-2026
15ZCRGV9092Z1ZM,2025-04,619454,582624,27-02-2026,27-02-2026
15ZCRGV9092Z1ZM,2025-05,677841,725496,27-02-2026,02-02-2026
15ZCRGV9092Z1ZM,2025-06,1019549,1055917,27-02-2026,27-02-2026
16PUSXA7955G1ZZ,2025-01,35036,23527,27-02-2026,27-02-2026
16PUSXA7955G1ZZ,2025-02,698305,738540,27-02-2026,27-02-2026
16PUSXA7955G1ZZ,2025-03,64087,96424,27-02-2026,27-02-2026
16PUSXA7955G1ZZ,2025-04,1700145,1692787,27-02-2026,10-02-2026
16PUSXA7955G1ZZ,2025-05,327191,304877,27-02-2026,16-02-2026
16PUSXA7955G1ZZ,2025-06,1066651,1054918,27-02-2026,27-02-2026
12MCGFN0921W1ZF,2025-01,1654558,1666506,27-02-2026,27-02-2026
12MCGFN0921W1ZF,2025-02,107444,126439,27-02-2026,27-02-2026
12MCGFN0921W1ZF,2025-03,614252,579212,27-02-2026,27-02-2026
12MCGFN0921W1ZF,2025-04,189615,188091,27-02-2026,25-02-2026
12MCGFN0921W1ZF,2025-05,1551705,1601676,27-02-2026,27-02-2026
12MCGFN0921W1ZF,2025-06,255246,258470,27-02-2026,27-02-2026
10PXUWW9393D1ZK,2025-01,1106804,1144768,27-02-2026,27-02-2026
10PXUWW9393D1ZK,2025-02,1617523,1656721,27-02-2026,27-02-2026
10PXUWW9393D1ZK,2025-03,190335,185328,27-02-2026,27-02-2026
10PXUWW9393D1ZK,2025-04,1330548,1330670,27-02-2026,27-02-2026
10PXUWW9393D1ZK,2025-05,494353,529275,27-02-2026,27-02-2026
10PXUWW9393D1ZK,2025-06,1487712,1473821,27-02-2026,27-02-2026
11TLQMI7586L1ZH,2025-01,104453,59970,27-02-2026,27-02-2026
11TLQMI7586L1ZH,2025-02,714045,736396,27-02-2026,27-02-2026
11TLQMI7586L1ZH,2025-03,1353690,1376268,27-02-2026,27-02-2026
11TLQMI7586L1ZH,2025-04,282887,314963,27-02-2026,27-02-2026
11TLQMI7586L1ZH,2025-05,861732,886532,27-02-2026,27-02-2026
11TLQMI7586L1ZH,2025-06,1953751,1989054,27-02-2026,27-02-2026
19DSYYK9906Z1ZT,2025-01,1282933,1273270,27-02-2026,27-02-2026
19DSYYK9906Z1ZT,2025-02,706324,713614,27-02-2026,27-02-2026
19DSYYK9906Z1ZT,2025-03,1560009,1601236,27-02-2026,27-02-2026
19DSYYK9906Z1ZT,2025-04,1940039,1978872,27-02-2026,27-02-2026
19DSYYK9906Z1ZT,2025-05,452846,476563,27-02-2026,27-02-2026
19DSYYK9906Z1ZT,2025-06,624216,638079,27-02-2026,27-02-2026
32DTGZE8076K1ZO,2025-01,648375,645930,27-02-2026,27-02-2026
32DTGZE8076K1ZO,2025-02,1026098,981128,27-02-2026,27-02-2026
32DTGZE8076K1ZO,2025-03,504324,500130,27-02-2026,27-02-2026
32DTGZE8076K1ZO,2025-04,1836992,1871248,27-02-2026,27-02-2026
32DTGZE8076K1ZO,2025-05,556590,542260,27-02-2026,27-02-2026
32DTGZE8076K1ZO,2025-06,851749,893807,27-02-2026,27-02-2026
16SJUSB4414M1ZL,2025-01,1625675,1581000,27-02-2026,27-02-2026
16SJUSB4414M1ZL,2025-02,554944,551732,27-02-2026,27-02-2026
16SJUSB4414M1ZL,2025-03,582994,624937,27-02-2026,27-02-2026
16SJUSB4414M1ZL,2025-04,1049799,1082632,27-02-2026,27-02-2026
16SJUSB4414M1ZL,2025-05,229130,218660,27-02-2026,27-02-2026
16SJUSB4414M1ZL,2025-06,239616,286444,27-02-2026,27-02-2026
31UPTFL7002D1ZC,2025-01,1194112,1220074,27-02-2026,10-02-2026
31UPTFL7002D1ZC,2025-02,451988,411623,27-02-2026,27-02-2026
31UPTFL7002D1ZC,2025-03,1247290,1262968,27-02-2026,27-02-2026
31UPTFL7002D1ZC,2025-04,862042,881943,27-02-2026,27-02-2026
31UPTFL7002D1ZC,2025-05,477409,429744,27-02-2026,27-02-2026
31UPTFL7002D1ZC,2025-06,806347,835349,27-02-2026,27-02-2026
25EBYZI9874U1ZF,2025-01,1162418,1124991,27-02-2026,27-02-2026
25EBYZI9874U1ZF,2025-02,222122,222063,27-02-2026,27-02-2026
25EBYZI9874U1ZF,2025-03,557585,561174,27-02-2026,27-02-2026
25EBYZI9874U1ZF,2025-04,785301,792866,27-02-2026,27-02-2026
25EBYZI9874U1ZF,2025-05,334613,330380,27-02-2026,27-02-2026
25EBYZI9874U1ZF,2025-06,236502,203178,27-02-2026,27-02-2026
07IZKOY5620M1ZS,2025-01,1254667,1270278,27-02-2026,27-02-2026
07IZKOY5620M1ZS,2025-02,371161,342368,27-02-2026,27-02-2026
07IZKOY5620M1ZS,2025-03,1955908,1971204,27-02-2026,27-02-2026
07IZKOY5620M1ZS,2025-04,1034002,1020714,27-02-2026,27-02-2026
07IZKOY5620M1ZS,2025-05,1174701,1132555,27-02-2026,06-02-2026
07IZKOY5620M1ZS,2025-06,261098,272209,27-02-2026,27-02-2026
04JLHRP1012C1ZP,2025-01,1377403,1356300,27-02-2026,27-02-2026
04JLHRP1012C1ZP,2025-02,1633209,1648225,27-02-2026,27-02-2026
04JLHRP1012C1ZP,2025-03,87223,73627,27-02-2026,27-02-2026
04JLHRP1012C1ZP,2025-04,1976756,1937567,27-02-2026,27-02-2026
04JLHRP1012C1ZP,2025-05,949099,910576,27-02-2026,27-02-2026
04JLHRP1012C1ZP,2025-06,708285,663120,27-02-2026,27-02-2026
26MXGQK3310O1ZO,2025-01,560486,524220,27-02-2026,27-02-2026
26MXGQK3310O1ZO,2025-02,912069,896309,27-02-2026,27-02-2026
26MXGQK3310O1ZO,2025-03,1440650,1477104,27-02-2026,27-02-2026
26MXGQK3310O1ZO,2025-04,1267442,1271717,27-02-2026,27-02-2026
26MXGQK3310O1ZO,2025-05,1537566,1535946,27-02-2026,27-02-2026
26MXGQK3310O1ZO,2025-06,1393826,1432059,27-02-2026,27-02-2026
18ODSCR8472B1ZM,2025-01,1761591,1740321,27-02-2026,28-01-2026
18ODSCR8472B1ZM,2025-02,1179591,1135428,27-02-2026,18-02-2026
18ODSCR8472B1ZM,2025-03,1747471,1753644,27-02-2026,27-02-2026
18ODSCR8472B1ZM,2025-04,1274457,1249275,27-02-2026,27-02-2026
18ODSCR8472B1ZM,2025-05,941646,923959,27-02-2026,27-02-2026
18ODSCR8472B1ZM,2025-06,1962254,1954886,27-02-2026,27-02-2026
31OGHKW0555T1ZE,2025-01,665272,638028,27-02-2026,31-01-2026
31OGHKW0555T1ZE,2025-02,1415338,1419981,27-02-2026,26-02-2026
31OGHKW0555T1ZE,2025-03,599966,636459,27-02-2026,27-02-2026
31OGHKW0555T1ZE,2025-04,662199,669419,27-02-2026,27-02-2026
31OGHKW0555T1ZE,2025-05,17134,-10537,27-02-2026,27-02-2026
31OGHKW0555T1ZE,2025-06,409161,405338,27-02-2026,27-02-2026
11ZVDLZ4968I1ZK,2025-01,334895,327565,27-02-2026,27-02-2026
11ZVDLZ4968I1ZK,2025-02,818215,779528,27-02-2026,27-02-2026
11ZVDLZ4968I1ZK,2025-03,310686,317078,27-02-2026,27-02-2026
11ZVDLZ4968I1ZK,2025-04,1752988,1714559,27-02-2026,27-02-2026
11ZVDLZ4968I1ZK,2025-05,1978919,1945025,27-02-2026,27-02-2026
11ZVDLZ4968I1ZK,2025-06,732841,692329,27-02-2026,27-02-2026
36KIHLW7654N1ZE,2025-01,1217203,1254629,27-02-2026,27-02-2026
36KIHLW7654N1ZE,2025-02,1959791,1927161,27-02-2026,27-02-2026
36KIHLW7654N1ZE,2025-03,1630535,1599063,27-02-2026,30-01-2026
36KIHLW7654N1ZE,2025-04,721497,672365,27-02-2026,27-02-2026
36KIHLW7654N1ZE,2025-05,1902922,1923853,27-02-2026,27-02-2026
36KIHLW7654N1ZE,2025-06,1080708,1066604,27-02-2026,27-02-2026
07YOCHN3434T1ZP,2025-01,1471974,1423709,27-02-2026,27-02-2026
07YOCHN3434T1ZP,2025-02,997366,956779,27-02-2026,27-02-2026
07YOCHN3434T1ZP,2025-03,404573,381511,27-02-2026,27-02-2026
07YOCHN3434T1ZP,2025-04,1461787,1498813,27-02-2026,27-02-2026
07YOCHN3434T1ZP,2025-05,1034905,1054307,27-02-2026,27-02-2026
07YOCHN3434T1ZP,2025-06,1547848,1530384,27-02-2026,27-02-2026
26DPSBX3279L1ZA,2025-01,995372,966128,27-02-2026,27-02-2026
26DPSBX3279L1ZA,2025-02,521375,491645,27-02-2026,27-02-2026
26DPSBX3279L1ZA,2025-03,272928,281756,27-02-2026,27-02-2026
26DPSBX3279L1ZA,2025-04,930578,918775,27-02-2026,27-02-2026
26DPSBX3279L1ZA,2025-05,1921597,1937999,27-02-2026,27-02-2026
26DPSBX3279L1ZA,2025-06,1227677,1260849,27-02-2026,27-02-2026
18VWRZF3773X1ZN,2025-01,1608693,1609129,27-02-2026,09-02-2026
18VWRZF3773X1ZN,2025-02,1352523,1395109,27-02-2026,27-02-2026
18VWRZF3773X1ZN,2025-03,1233834,1273748,27-02-2026,27-02-2026
18VWRZF3773X1ZN,2025-04,573056,602629,27-02-2026,27-02-2026
18VWRZF3773X1ZN,2025-05,1661224,1620782,27-02-2026,27-02-2026
18VWRZF3773X1ZN,2025-06,1035473,1030899,27-02-2026,06-02-2026
14XKMNJ0707M1ZE,2025-01,339217,384596,27-02-2026,27-02-2026
14XKMNJ0707M1ZE,2025-02,867461,883604,27-02-2026,27-02-2026
14XKMNJ0707M1ZE,2025-03,1918040,1958053,27-02-2026,27-02-2026
14XKMNJ0707M1ZE,2025-04,857957,893040,27-02-2026,13-02-2026
14XKMNJ0707M1ZE,2025-05,1365110,1380828,27-02-2026,27-02-2026
14XKMNJ0707M1ZE,2025-06,76581,51666,27-02-2026,27-02-2026
12FVVGL9728Q1ZM,2025-01,268877,312352,27-02-2026,27-02-2026
12FVVGL9728Q1ZM,2025-02,1843530,1807594,27-02-2026,11-02-2026
12FVVGL9728Q1ZM,2025-03,1261733,1213674,27-02-2026,27-02-2026
12FVVGL9728Q1ZM,2025-04,644193,599597,27-02-2026,27-02-2026
12FVVGL9728Q1ZM,2025-05,1173034,1212240,27-02-2026,27-02-2026
12FVVGL9728Q1ZM,2025-06,407224,383399,27-02-2026,27-02-2026
24MLYMO3828C1ZJ,2025-01,1678260,1715389,27-02-2026,27-02-2026
24MLYMO3828C1ZJ,2025-02,1083932,1035992,27-02-2026,27-02-2026
24MLYMO3828C1ZJ,2025-03,854763,841403,27-02-2026,27-02-2026
